0,0:30,6,3
1,0:30,6,3
2,1:30,2,1
3,0:30,1,1
4,1:00,0,2
5,0:30,5,3
6,0:30,1,3
7,1:00,1,2
8,1:30,1,1
9,1:30,4,1
10,1:30,0,1
11,0:30,2,1
12,1:30,3,1
13,1:30,6,3
14,1:30,3,1
15,0:30,7,2
16,0:30,4,1
17,0:30,6,1
18,1:30,1,2
19,1:30,1,2
20,1:00,4,3
21,1:00,5,1
22,0:30,0,4
23,0:30,6,4
24,1:00,7,1
25,1:00,4,2
26,1:00,1,2
27,0:30,7,4
28,0:30,0,2
29,1:30,7,1
30,1:30,1,1
31,1:30,1,1
32,1:00,7,2
33,1:30,6,4
34,0:30,0,2
35,0:30,7,3
36,1:00,7,1
37,0:30,1,1
38,0:30,0,3
39,1:30,5,2
40,0:30,7,1
41,1:00,0,2
42,1:30,6,3
43,1:30,6,2
44,1:30,2,1
45,1:00,0,3
46,0:30,3,4
47,1:30,7,1
48,1:30,7,1
49,1:00,0,3
50,1:30,1,1
51,1:30,5,1
52,0:30,1,1
53,1:00,1,4
54,1:00,1,3
55,0:30,6,4
56,1:30,0,1
57,1:30,0,1
58,0:30,7,3
59,1:30,0,2
60,1:30,6,1
61,0:30,6,4
62,1:30,7,1
63,0:30,0,2
64,1:30,1,3
65,1:00,3,2
66,0:30,1,4
67,0:30,3,1
68,0:30,1,2
69,1:30,7,3
70,1:30,1,2
71,1:30,7,2
72,1:30,0,2
73,1:00,1,2
74,1:30,6,1
75,1:00,6,2
76,0:30,0,4
77,0:30,1,1
78,1:00,1,1
79,0:30,1,4
