0,0:30,4,1
1,1:00,0,1
2,1:00,1,2
3,1:00,2,1
4,1:00,1,2
5,1:00,3,1
6,0:30,7,2
7,1:00,0,3
8,1:30,7,1
9,0:30,7,2
10,1:30,5,1
11,1:30,6,2
12,1:30,4,1
13,1:00,5,1
14,1:00,4,2
15,2:00,2,1
16,0:30,0,2
17,0:30,1,2
18,1:00,0,1
19,0:30,0,1
20,0:30,4,1
21,1:00,6,1
22,1:30,6,1
23,1:30,1,1
24,2:00,2,1
25,1:30,3,2
26,0:30,7,1
27,2:00,1,2
28,1:00,1,2
29,0:30,7,2
30,0:30,3,2
31,1:00,2,1
32,1:00,0,1
33,1:00,0,2
34,1:30,5,1
35,0:30,5,2
36,1:00,7,1
37,1:00,0,1
38,2:00,1,1
39,2:00,2,1
40,1:00,1,2
41,2:30,0,1
42,1:00,2,1
43,1:00,1,1
44,1:30,2,2
45,2:00,6,1
46,1:00,4,1
47,1:00,1,1
48,1:00,5,1
49,1:00,0,2
50,0:30,4,2
51,1:00,0,1
52,0:30,3,2
53,0:30,3,1
54,0:30,6,1
55,1:00,3,1
56,1:30,1,1
57,1:30,6,1
58,1:00,2,2
59,1:00,4,2
60,1:00,0,3
61,0:30,4,1
62,1:00,1,3
63,1:30,7,1
64,1:30,6,1
65,1:00,2,2
66,1:30,3,1
67,1:00,7,2
68,1:00,2,1
69,1:30,5,1
70,1:30,4,1
71,0:30,7,1
72,1:30,2,1
73,1:00,7,1
74,2:30,1,1
75,1:30,4,1
76,1:00,6,2
77,1:00,0,1
78,1:30,7,2
79,1:00,1,2
80,1:30,2,1
81,1:00,0,2
82,1:30,4,2
83,0:30,2,1
84,1:00,7,1
85,1:30,7,1
86,1:00,3,2
87,0:30,1,1
88,1:30,0,1
89,1:30,2,1
90,1:30,2,1
91,1:30,3,2
92,1:30,5,1
93,1:30,1,1
94,1:30,2,1
95,1:30,2,3
96,1:00,3,1
97,1:00,5,2
98,0:30,4,1
99,0:30,0,1
100,1:00,4,1
101,1:00,3,2
102,1:30,4,1
103,1:00,2,1
104,1:00,0,1
105,1:30,1,1
106,1:00,1,2
107,1:30,7,1
108,2:00,5,3
109,1:00,2,2
110,1:00,2,1
111,1:00,5,1
112,1:00,5,2
113,1:00,1,1
114,1:00,7,1
115,1:00,1,1
116,1:00,3,3
117,0:30,7,3
118,1:00,3,2
119,1:30,7,2
120,1:00,2,1
121,1:30,2,2
122,1:30,4,2
123,0:30,1,1
124,0:30,4,2
125,0:30,3,1
126,1:00,1,2
127,1:00,7,2
128,1:00,7,2
129,1:00,2,1
130,1:00,0,2
131,1:00,4,3
132,1:30,0,1
133,1:30,3,1
134,1:00,6,3
135,1:00,1,3
136,1:00,6,2
137,1:30,0,1
138,1:30,0,1
139,1:00,4,2
140,1:30,2,1
141,1:00,1,1
142,1:00,0,1
143,1:00,2,1
144,1:30,2,2
145,1:00,0,1
146,1:00,5,1
147,1:00,4,2
148,1:00,2,2
149,0:30,2,1
150,1:00,5,3
151,1:00,2,2
152,0:30,2,3
153,1:30,0,1
154,1:00,4,2
155,1:30,5,1
156,1:00,3,1
157,1:30,5,1
158,1:30,5,1
159,1:30,2,1
160,0:30,7,3
161,1:00,0,1
162,1:30,2,3
163,1:30,6,2
164,1:00,4,1
165,1:30,3,1
166,1:00,7,2
167,1:00,2,1
168,0:30,4,2
169,1:00,3,1
170,2:00,3,2
171,1:00,7,1
172,1:00,4,3
173,1:30,1,1
174,1:30,1,2
175,1:00,1,1
176,1:00,0,1
177,1:00,1,1
178,1:00,2,3
179,1:00,2,2
180,1:00,4,1
181,1:30,3,1
182,0:30,4,1
183,1:00,3,3
184,1:00,4,1
185,1:30,0,1
186,1:00,3,1
187,1:00,6,2
188,1:00,4,3
189,2:00,1,1
190,1:00,4,1
191,0:30,1,1
192,1:00,5,2
193,1:00,3,3
194,0:30,4,2
195,1:00,0,3
196,2:00,5,3
197,1:00,3,1
198,2:00,3,1
199,0:30,5,3
200,1:00,5,1
201,1:00,7,3
202,1:00,5,1
203,1:30,2,2
204,1:00,1,3
205,1:00,0,1
206,0:30,6,1
207,1:00,6,1
208,1:00,7,2
209,1:50,2,3
210,1:30,3,2
211,1:00,3,1
212,0:30,7,2
213,2:00,7,3
214,1:30,6,1
215,1:00,5,3
216,1:00,2,2
217,1:00,7,4
218,1:00,3,4
219,1:30,1,1
220,1:00,4,1
221,1:30,4,1
222,2:00,1,2
223,0:30,3,1
224,1:00,3,1
225,1:30,6,1
226,0:30,6,1
227,0:30,3,1
228,1:30,1,2
229,1:30,2,1
230,1:30,7,2
231,1:00,7,2
232,1:00,6,1
233,1:00,5,2
234,1:00,7,1
235,1:00,5,1
236,0:30,7,1
237,1:00,1,1
238,0:30,6,2
239,0:30,5,1
